,State,District,Origin_of_Challenge,Date_of_Challenge_or_Removal,Type_of_Ban,Author,Title
398,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Morrison, Toni",Beloved
399,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Telgemeier, Raina",Drama: A Graphic Novel
400,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Blume, Judy",Forever...
401,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Duncan, Lois",Killing Mr. Griffin
402,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Picoult, Jodi",Nineteen Minutes
403,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series)
404,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
405,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Morrison, Toni",The Bluest Eye
406,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Levy, Dana Alison",The Family Fletcher Takes Rock Island (Family Fletcher Series)
407,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Thomas, Angie",The Hate U Give
408,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Mathieu, Jennifer",The Truth About Alice: A Novel
409,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Asher, Jay",Thirteen Reasons Why
410,Florida,Jackson County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Hopkins, Ellen",Tricks (Tricks Series)
411,Florida,Lake County Schools,Formal Challenge,3/1/2022,Banned in Libraries and Classrooms,"Thomas, Angie",The Hate U Give
412,Florida,Lee County Schools,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Katcher, Brian",Almost Perfect
413,Florida,Lee County Schools,Administrator,2/1/2022,Banned Pending Investigation,"Richardson, Justin",And Tango Makes Three
414,Florida,Lee County Schools,Administrator,3/1/2022,Banned Pending Investigation,"Jennings, Jazz",Being Jazz: My Life as a (Transgender) Teen
415,Florida,Lee County Schools,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Morrison, Toni",Beloved
416,Florida,Lee County Schools,Administrator,3/1/2022,Banned Pending Investigation,"Chmakova, Svetlana",Brave (Berrybrook Middle School Series)
417,Florida,Lee County Schools,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Telgemeier, Raina",Drama: A Graphic Novel
418,Florida,Lee County Schools,Administrator,3/1/2022,Banned in Libraries and Classrooms,"García, Cristina",Dreaming in Cuban
419,Florida,Lee County Schools,Administrator,3/1/2022,Banned Pending Investigation,"Meyers, Susan",Everywhere Babies
420,Florida,Lee County Schools,Administrator,3/1/2022,Banned in Libraries and Classrooms,"lockhart, e",Fly on the Wall: How One Girl Saw Everything
421,Florida,Lee County Schools,Administrator,3/1/2022,Banned Pending Investigation,"Duncan, Lois",Killing Mr. Griffin
422,Florida,Lee County Schools,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Gino, Alex",Melissa (George)
423,Florida,Lee County Schools,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Silvera, Adam",More Happy Than Not
424,Florida,Lee County Schools,Administrator,3/1/2022,Banned in Libraries and Classrooms,"lockhart, e","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver"
425,Florida,Lee County Schools,Administrator,3/1/2022,Banned Pending Investigation,"Reynolds, Jason","Stamped: Racism, Antiracism, and You"
426,Florida,Lee County Schools,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
427,Florida,Lee County Schools,Administrator,2/1/2022,Banned in Libraries and Classrooms,"Morrison, Toni",The Bluest Eye
428,Florida,Lee County Schools,Administrator,3/1/2022,Banned Pending Investigation,"Parr, Todd",The Family Book
429,Florida,Lee County Schools,Administrator,3/1/2022,Banned Pending Investigation,"Thomas, Angie",The Hate U Give
430,Florida,Lee County Schools,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Mathieu, Jennifer",The Truth About Alice: A Novel
431,Florida,Lee County Schools,Administrator,3/1/2022,Banned in Classrooms,"Austrian, J.J.",Worm Loves Worm
432,Florida,Lee County Schools,Administrator,5/1/2022,Banned in Libraries,"Woodson, Jacqueline",Beneath a Meth Moon: An Elegy
433,Florida,Lee County Schools,Administrator,5/1/2022,Banned Pending Investigation,"Stone, Nic",Dear Martin
434,Florida,Lee County Schools,Administrator,5/1/2022,Banned Pending Investigation,"Myers, Walter Dean",Dope Sick
435,Florida,Lee County Schools,Administrator,5/1/2022,Banned in Libraries,"Foer, Jonathan Safran",Extremely Loud & Incredibly Close
436,Florida,Lee County Schools,Administrator,5/1/2022,Banned in Libraries,"Draper, Sharon M.",Romiette and Julio
437,Florida,Lee County Schools,Administrator,5/1/2022,Banned in Libraries,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series)
438,Florida,Lee County Schools,Administrator,5/1/2022,Banned in Libraries,"Picoult, Jodi",Nineteen Minutes
439,Florida,Lee County Schools,Administrator,5/1/2022,Banned in Libraries,"Levy, Dana Alison",The Family Fletcher Takes Rock Island (Family Fletcher Series)
440,Florida,Lee County Schools,Administrator,5/1/2022,Banned Pending Investigation,"Tamaki, Mariko",This One Summer
441,Florida,Lee County Schools,Administrator,5/1/2022,Banned in Libraries,"Asher, Jay",Thirteen Reasons Why
442,Florida,Orange County Public Schools,Administrator,10/1/2021,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir
443,Florida,Orange County Public Schools,Formal Challenge,10/1/2021,Banned in Libraries,"Evison, Jonathan",Lawn Boy
444,Florida,Orange County Public Schools,Formal Challenge,11/1/2021,Banned Pending Investigation,"Hopkins, Ellen",Tricks (Tricks Series)
445,Florida,Orange County Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue
446,Florida,Osceola County School District,Administrator,4/1/2022,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue
447,Florida,Osceola County School District,Administrator,4/1/2022,Banned Pending Investigation,"Green, John",Looking for Alaska
448,Florida,Osceola County School District,Administrator,4/1/2022,Banned Pending Investigation,"Andrews, Jesse",Me and Earl and the Dying Girl
449,Florida,Osceola County School District,Administrator,4/1/2022,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness
450,Florida,Osceola County School District,Administrator,4/1/2022,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir
451,Florida,Palm Beach County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Lukoff, Kyle",Call Me Max (Max and Friends Series)
452,Florida,Palm Beach County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Jennings, Jazz",I am Jazz
453,Florida,Palm Beach County School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Curato, Mike",Flamer
454,Florida,Pinellas County Schools,Administrator,10/1/2021,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir
455,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Katcher, Brian",Almost Perfect
456,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Morrison, Toni",Beloved
457,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Telgemeier, Raina",Drama: A Graphic Novel
458,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Foer, Jonathan Safran",Extremely Loud & Incredibly Close
459,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Jennings, Jazz",I am Jazz
460,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health"
461,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Gino, Alex",Melissa (George)
462,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Silvera, Adam",More Happy Than Not
463,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Picoult, Jodi",Nineteen Minutes
464,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver"
465,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Morrison, Toni",The Bluest Eye
466,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Hosseini, Khaled",The Kite Runner
467,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Glines, Abbi",The Vincent Boys (The Vincent Boys Series)
468,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Asher, Jay",Thirteen Reasons Why
469,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Hopkins, Ellen",Tricks (Tricks Series)
470,Florida,Polk County Public Schools,Administrator,1/1/2022,Banned in Libraries,"Levithan, David",Two Boys Kissing
471,Florida,Santa Rosa County District Schools,Administrator,4/1/2022,Banned Pending Investigation,"Morrison, Toni",Beloved
472,Florida,Santa Rosa County District Schools,Administrator,4/1/2022,Banned Pending Investigation,"Lockhart, E.",Fly on the Wall: How One Girl Saw Everything
473,Florida,Santa Rosa County District Schools,Administrator,4/1/2022,Banned Pending Investigation,"Picoult, Jodi",Nineteen Minutes
474,Florida,Santa Rosa County District Schools,Administrator,4/1/2022,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
475,Florida,Santa Rosa County District Schools,Administrator,4/1/2022,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye
476,Florida,Santa Rosa County District Schools,Administrator,4/1/2022,Banned Pending Investigation,"Thomas, Angie",The Hate U Give
477,Florida,Santa Rosa County District Schools,Administrator,4/1/2022,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner
478,Florida,Santa Rosa County District Schools,Administrator,4/1/2022,Banned Pending Investigation,"Mathieu, Jennifer",The Truth About Alice: A Novel
479,Florida,Santa Rosa County District Schools,Administrator,4/1/2022,Banned Pending Investigation,"Asher, Jay",Thirteen Reasons Why
480,Florida,Sarasota County School,Administrator,5/1/2022,Banned in Libraries and Classrooms,"McCormick, Patricia",Sold
481,Florida,Sarasota County School,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Morrison, Toni",The Bluest Eye
482,Florida,Sarasota County School,Formal Challenge,10/1/2021,Banned in Libraries,"Williams, David",The Boy in the Dress
483,Florida,St. Johns County School District,Formal Challenge,5/1/2022,Banned in Libraries,"Maas, Sarah J.",A Court of Frost and Starlight (A Court of Thorns and Roses Series)
484,Florida,St. Johns County School District,Formal Challenge,5/1/2022,Banned in Libraries,"Sebold, Alice",Lucky
485,Florida,St. Johns County School District,Formal Challenge,5/1/2022,Banned in Libraries,"Belge, Kathy",Queer: The Ultimate LGBTQ Guide for Teens
486,Florida,St. Johns County School District,Formal Challenge,5/1/2022,Banned in Libraries,"McCormick, Patricia",Sold
487,Florida,St. Johns County School District,Formal Challenge,5/1/2022,Banned in Libraries,"Johnson, Cathy G.",The Breakaways
488,Florida,St. Johns County School District,Formal Challenge,5/1/2022,Banned in Libraries,"Asher, Jay",Thirteen Reasons Why
489,Florida,St. Lucie Public Schools,Formal Challenge,12/1/2021,Banned in Libraries and Classrooms,"Hopkins, Ellen",Tricks (Tricks Series)
490,Florida,St. Lucie Public Schools,Formal Challenge,12/1/2021,Banned in Libraries and Classrooms,"Levithan, David",Two Boys Kissing
491,Florida,St. Lucie Public Schools,Formal Challenge,1/1/2022,Banned in Libraries and Classrooms,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series)
492,Florida,St. Lucie Public Schools,Formal Challenge,1/1/2022,Banned in Libraries,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
493,Florida,St. Lucie Public Schools,Formal Challenge,1/1/2022,Banned in Libraries,"Thomas, Angie",The Hate U Give
494,Florida,St. Lucie Public Schools,Formal Challenge,12/1/2021,Banned in Libraries,"Hosseini, Khaled",The Kite Runner
495,Florida,St. Lucie Public Schools,Formal Challenge,1/1/2022,Banned in Libraries,"Mathieu, Jennifer",The Truth About Alice: A Novel
496,Florida,St. Lucie Public Schools,Formal Challenge,12/1/2021,Banned in Libraries,"Asher, Jay",Thirteen Reasons Why
497,Florida,St. Lucie Public Schools,Formal Challenge,1/1/2022,Banned in Libraries,"Tamaki, Mariko",This One Summer
498,Florida,St. Lucie Public Schools,Formal Challenge,12/1/2021,Banned Pending Investigation,"Richardson, Justin",And Tango Makes Three
499,Florida,St. Lucie Public Schools,Formal Challenge,1/1/2022,Banned in Libraries,"Jennings, Jazz",Being Jazz: My Life as a (Transgender) Teen
500,Florida,St. Lucie Public Schools,Formal Challenge,12/1/2021,Banned in Libraries,"Morrison, Toni",Beloved
501,Florida,St. Lucie Public Schools,Formal Challenge,1/1/2022,Banned in Libraries,"Telgemeier, Raina",Drama: A Graphic Novel
502,Florida,St. Lucie Public Schools,Formal Challenge,1/1/2022,Banned Pending Investigation,"Meyers, Susan",Everywhere Babies
503,Florida,St. Lucie Public Schools,Formal Challenge,1/1/2022,Banned in Libraries,"Foer, Jonathan Safran",Extremely Loud & Incredibly Close
504,Florida,St. Lucie Public Schools,Formal Challenge,12/1/2021,Banned in Libraries,"Gino, Alex",Melissa (George)
505,Florida,St. Lucie Public Schools,Formal Challenge,12/1/2021,Banned in Libraries,"Duncan, Lois",Killing Mr. Griffin
506,Florida,St. Lucie Public Schools,Formal Challenge,1/1/2022,Banned in Libraries,"Silvera, Adam",More Happy Than Not
507,Florida,St. Lucie Public Schools,Formal Challenge,1/1/2022,Banned in Libraries and Classrooms,"Picoult, Jodi",Nineteen Minutes
508,Florida,St. Lucie Public Schools,Formal Challenge,2/1/2022,Banned Pending Investigation,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver"
509,Florida,Volusia County Schools,Administrator,9/1/2021,Banned Pending Investigation,"Greenfield, Eloise",Rosa Parks
510,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series)
511,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Twiss, Jill",A Day in the Life of Marlon Bundo
512,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Curry, Tyler",A Peacock Among Pigeons
513,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Katcher, Brian",Almost Perfect
514,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Richardson, Justin",And Tango Makes Three
515,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Lauren, Christina",Beautiful Bastard (Beautiful Bastard Series)
516,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Jennings, Jazz",Being Jazz: My Life as a (Transgender) Teen
517,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Morrison, Toni",Beloved
518,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Leff, Carrie",Celebrate Your Body 2: The Ultimate Puberty Book for Preteen and Teen Girls
519,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Willhoite, Michael",Daddy's Roommate
520,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Harris, Charlaine",Dead Until Dark (Sookie Stackhouse Series)
521,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Witton, Hannah",Doing It!: Let's Talk About Sex
522,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel
523,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"García, Cristina",Dreaming in Cuban
524,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Meyers, Susan",Everywhere Babies
525,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Foer, Jonathan Safran",Extremely Loud & Incredibly Close
526,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Groff, Lauren",Fates and Furies
527,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"James, E. L.",Fifty Shades of Grey (Fifty Shades Series)
528,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Lockhart, E.",Fly on the Wall: How One Girl Saw Everything
529,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Blume, Judy",Forever...
530,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Peters, Julie Anne",grl2grl
531,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Elya, Susan Middleton",Home at Last
532,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Jennings, Jazz",I am Jazz
533,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health"
534,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Duncan, Lois",Killing Mr. Griffin
535,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Gino, Alex",Melissa (George)
536,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Newman, Lesléa","Mommy, Mama, and Me"
537,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Silvera, Adam",More Happy Than Not
538,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Picoult, Jodi",Nineteen Minutes
539,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Rooney, Sally",Normal People
540,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Gabaldon, Diana",Outlander (Outlander Series)
541,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver"
542,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Corinna, Heather",S.E.X.: The All-You-Need-To-Know Progressive Sexuality Guide to Get You Through High School and College
543,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Silverberg, Cory","Sex is a Funny Word: A Book about Bodies, Feelings, and YOU"
544,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Green, Laci","Sex Plus: Learning, Loving, and Enjoying Your Body"
545,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series)
546,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
547,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye
548,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Parr, Todd",The Family Book
549,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Levy, Dana Alison",The Family Fletcher Takes Rock Island (Family Fletcher Series)
550,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Testa, Rylan Jay",The Gender Quest Workbook: A Guide for Teens and Young Adults Exploring Gender Identity
551,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Roy, Arundhati",The God of Small Things
552,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Thomas, Angie",The Hate U Give
553,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner
554,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Kushner, Elisabeth",The Purim Superhero
555,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Mathieu, Jennifer",The Truth About Alice: A Novel
556,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Glines, Abbi",The Vincent Boys (The Vincent Boys Series)
557,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Asher, Jay",Thirteen Reasons Why
558,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Dawson, Juno",This Book Is Gay
559,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Pitman, Gayle E.",This Day in June
560,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Tamaki, Mariko",This One Summer
561,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Gonzales, Kathryn","Trans+: Love, Sex, Romance, and Being You"
562,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Hopkins, Ellen",Tricks (Tricks Series)
563,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Levithan, David",Two Boys Kissing
564,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Robertson, Carolyn",Two Dads: A Book About Adopton
565,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Mafi, Tahereh",Unravel Me (Shatter Me Series)
566,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Corinna, Heather","Wait, What?: A Comic Book Guide to Relationships, Bodies, and Growing Up"
567,Florida,Walton County School District,Administrator,4/1/2022,Banned Pending Investigation,"Austrian, J.J.",Worm Loves Worm
568,Georgia,Cherokee County School District,Formal Challenge,2/1/2022,Banned in Libraries and Classrooms,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out
569,Georgia,Cherokee County School District,Formal Challenge,3/1/2022,Banned Pending Investigation,"Gyasi, Yaa",Homegoing
570,Georgia,Cherokee County School District,Formal Challenge,1/1/2022,Banned in Libraries,"Girard, M-E",Girl Mans Up
571,Georgia,Cherokee County School District,Formal Challenge,1/1/2022,Banned in Libraries,"Hopkins, Ellen",Crank (Crank Series)
572,Georgia,Cherokee County School District,Formal Challenge,1/1/2022,Banned in Libraries,"Elkeles, Simone",Perfect Chemistry (Perfect Chemistry Series)
573,Georgia,Cherokee County School District,Formal Challenge,1/1/2022,Banned in Libraries and Classrooms,"Todd, Anna",After We Collided (After Series)
574,Georgia,Cherokee County School District,Formal Challenge,1/1/2022,Banned in Libraries,"Schwab, V. E.",The Invisible Life of Addie LaRue
575,Georgia,Cherokee County School District,Formal Challenge,2/1/2022,Banned in Libraries and Classrooms,"Jennings, Jazz",I am Jazz
576,Georgia,Cherokee County School District,Formal Challenge,2/1/2022,Banned in Classrooms,"Hosseini, Khaled",The Kite Runner
577,Georgia,Cherokee County School District,Formal Challenge,2/1/2022,Banned in Libraries and Classrooms,"Hopkins, Ellen",Tricks (Tricks Series)
578,Georgia,Forsyth County Schools,Formal Challenge,12/1/2021,Banned in Libraries and Classrooms,"Ukazu, Ngozi","#Hockey (Check, Please! Series)"
579,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue
580,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries and Classrooms,"Rivera, Gabby",Juliet Takes a Breath
581,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries and Classrooms,"Myracle, Lauren","l8r, g8r"
582,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries and Classrooms,"Andrews, Jesse",Me and Earl and the Dying Girl
583,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries and Classrooms,"Picoult, Jodi",Nineteen Minutes
584,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness
585,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
586,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries and Classrooms,"Morrison, Toni",The Bluest Eye
587,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries,"Atwood, Margaret",The Handmaid's Tale
588,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries and Classrooms,"Myracle, Lauren",The Infinite Moment of Us
589,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries,"Tamaki, Mariko",This One Summer
590,Georgia,Forsyth County Schools,Administrator,1/1/2022,Banned in Libraries,"Levithan, David",Two Boys Kissing
591,Idaho,Bonneville Joint School District No 93,Formal Challenge,4/1/2022,Banned in Libraries,"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag
592,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Rapp, Adam",33 Snowfish
593,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series)
594,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series)
595,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Clare, Cassandra",Clockwork Princess (The Infernal Devices Series)
596,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Hopkins, Ellen",Crank (Crank Series)
597,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Telgemeier, Raina",Drama: A Graphic Novel
598,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Rowell, Rainbow",Eleanor & Park
599,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Foer, Jonathan Safran",Extremely Loud & Incredibly Close
600,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health"
601,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Myracle, Lauren","l8r, g8r"
602,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Albertalli, Becky",Leah on the Offbeat (Simonverse Series)
603,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Green, John",Looking for Alaska
604,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness
605,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"McCormick, Patricia",Sold
606,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Anderson, Laurie Halse",Speak
607,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives
608,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
609,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Morrison, Toni",The Bluest Eye
610,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Atwood, Margaret",The Handmaid's Tale
611,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Hosseini, Khaled",The Kite Runner
612,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Chbosky, Stephen",The Perks of Being a Wallflower
613,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Wang, Jen",The Prince and the Dressmaker
